,acousticness,danceability,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,duration_ms,name,popularity
4473,0.0346,0.494,0.986,3jWYifQ3TVzrnuMCiH13sW,0.0,0,0.363,-3.923,1,0.147,165.778,0.719,184301,Ilha,23
4474,0.042,0.574,0.869,6zuTqJEaLMj9Lcb0NgSnWs,4.41e-06,0,0.115,-5.756,1,0.2,149.901,0.347,213626,Learned to Cope,25
4475,0.191,0.687,0.792,2dpaYNEQHiRxtZbfNsse99,0.0,5,0.167,-2.749,1,0.0452,100.015,0.671,214289,Happier,97
4476,0.00045,0.415,0.763,1cdTSrY54q0ibZiQM33eCa,1.41e-05,9,0.172,-5.717,0,0.0409,163.878,0.342,241280,The Stranger in Our Pictures,29
4477,0.000275,0.478,0.742,7xH5YeDA6NIgcTAmarz3fw,0.00671,1,0.0996,-5.569,0,0.0293,105.001,0.251,435493,All I Am,47
4478,0.228,0.643,0.722,4rOnTnV09Rx0L2l8RDMbK0,2.11e-06,8,0.17,-6.846,1,0.0527,120.071,0.211,211000,Time After Time (Tobtok Remix),36
4479,0.0899,0.417,0.611,5eDwyqYFjv8Kj82RVrRxG6,0.0274,4,0.0971,-8.951,0,0.0553,111.906,0.187,308832,Blood Bank,40
4480,0.113,0.573,0.44,1SI5hAgKCnv7d9ubmkWEzj,1.92e-06,11,0.131,-8.681,0,0.0276,100.021,0.251,202186,The Gifthorse,53
4481,0.0209,0.823,0.665,0GT5NhC3ngLWjZy56IuYrE,0.0,11,0.177,-5.064,0,0.0567,109.992,0.77,244586,End Of The World,30
4482,0.000634,0.532,0.872,4plE7Th3NkpSqwMXQAKfl4,4.31e-06,7,0.0696,-3.784,1,0.049,97.001,0.446,215120,Black Hole,34
4483,0.0736,0.819,0.753,6l2UmWFHtPqgWq0hnqlfJT,0.0,9,0.106,-6.826,0,0.0568,113.974,0.389,312232,Como Soy,69
4484,0.0912,0.609,0.496,6gUiO2Y1SUrmCQikjiAQpV,0.0,10,0.0877,-9.208,0,0.421,115.106,0.445,303435,CONSTANT Pt. 1 & 2,43
4485,2.37e-05,0.573,0.876,1tUcwqSoPi1b9xDxietEjy,0.000519,6,0.375,-7.644,0,0.0482,124.023,0.58,213144,Drop Dead,39
4486,0.0193,0.749,0.794,2SL6oP2YAEQbqsrkOzRGO4,0.0,0,0.543,-5.063,1,0.064,135.959,0.46,269554,Venom - Music From The Motion Picture,85
4487,0.00204,0.476,0.972,1hVFQ3rYMHbj7ciS0ZuXmE,0.0,9,0.208,-2.956,1,0.102,111.977,0.369,120240,Pale Blue Ribbon,47
4488,0.00069,0.205,0.969,1my0BCKzAuYbqv8ctGMnOm,2.24e-05,6,0.269,-3.701,1,0.0719,187.932,0.367,315866,Outshined - Live at Sphere,42
4489,0.00343,0.354,0.968,3hdrevfo0p1AQ6zB7k9YGQ,0.0,7,0.202,-3.123,1,0.0973,175.014,0.335,217885,Voa,41
4490,0.000915,0.483,0.927,4PrlkCGa3bBmU7QIboyxII,8.62e-06,2,0.248,-3.738,1,0.043,99.981,0.385,227213,The Dark Side,55
4491,0.738,0.489,0.357,5mdBAkjyr5AuFFbRXQ1M2X,0.0,0,0.105,-6.033,1,0.0263,81.937,0.236,234080,More Of You,58
4492,0.000151,0.56,0.966,0AkKAsQkJlP6gn3qOp6qjU,6.32e-05,2,0.597,-3.441,1,0.106,108.979,0.53,202507,Manipulation,41
4493,0.01,0.392,0.834,27NJF6K7a9efjHBZaCHJIP,0.0927,4,0.773,-9.324,0,0.0483,127.417,0.318,364981,"Eye of the Beholder - Live At Hammersmith Odeon, London, England / October 10th, 1988",46
4494,0.0022,0.504,0.59,18FL1RG0AdIfqNCRPMfWCC,2.36e-05,9,0.376,-11.558,1,0.0404,164.977,0.714,209778,Maremotos,52
4495,0.000851,0.367,0.647,09hUzDWqfg1q0OX9NILjMY,4.56e-05,1,0.122,-5.822,1,0.0723,87.353,0.15,162866,Rockin' With The Best,52
4496,0.512,0.388,0.53,6qjto7LGqnbcRkSuEI1sr6,0.635,0,0.104,-8.87,1,0.0287,96.56,0.234,273426,Young & Dumb,49
4497,0.000287,0.625,0.974,25tn0GJ1XUxw86gOoOfheA,7.23e-05,11,0.103,-1.94,0,0.063,120.099,0.171,183125,A Luz,33
4498,0.125,0.588,0.946,0OZqJIjspmfNvsbmwoBbs7,0.0,1,0.0944,-1.742,0,0.118,130.025,0.322,249440,Minha Paz,37
4499,8.05e-05,0.317,0.871,11rFcVpCnhflTpQYcGIWB2,3.08e-06,4,0.235,-6.725,0,0.0822,196.863,0.155,255185,Réquiem,25
4500,0.0012,0.477,0.946,0cuSzTEiqWfRwuIMy2g1A1,0.00233,4,0.645,-4.25,1,0.0573,179.904,0.708,191240,Como Se Comportar,23
4501,0.0837,0.618,0.955,62LeIJa2w7YeSzfdyosk2k,0.0,5,0.302,-2.376,0,0.151,94.808,0.558,171026,Hempadura,26
4502,0.323,0.573,0.695,2V56E7QYRZfpfXPlY4q62E,0.0,9,0.0998,-6.524,1,0.0365,63.119,0.844,130413,Então Vai Lá & Fica Com Ele,30
4503,0.000187,0.284,0.947,2Eagf3OulT9tlzlJozFyTD,0.000545,10,0.301,-3.075,1,0.0953,171.9,0.508,214466,Gypsy Caravan,42
4504,0.000349,0.153,0.975,1wM8djAFmeoTlm5ykVTBXR,0.0,11,0.0448,-3.92,0,0.314,173.532,0.35,119719,Quero Ser Punk Com Você,22
4505,9.11e-05,0.46,0.953,6PgYxALBTd2JmgsU8neAUz,0.24,2,0.344,-4.59,1,0.266,138.919,0.24,211106,Love Spills,32
4506,0.0045,0.425,0.977,2jPYuI2SRCueYfdrMntkCq,0.774,1,0.249,-3.619,1,0.0944,163.112,0.238,189786,Anywhere But Here,22
4507,0.0127,0.585,0.655,1in64PDQDafJlcQlHMrpWe,1.31e-06,7,0.117,-5.467,1,0.0288,97.04,0.598,185268,Vampiro da Rua Xv,30
4508,0.00505,0.289,0.982,0gGiULh2xqluB1RpI7glmX,0.0,9,0.161,-3.052,1,0.0551,180.212,0.774,127506,Serious,38
4509,3.65e-05,0.459,0.989,0UaOzDAzZPiPfXP2AbIrpf,0.0,0,0.178,-3.609,1,0.1,137.533,0.286,157386,Sense & Sensibility,47
4510,0.000595,0.292,0.88,2iWe1AaaFkqhsKcFuSz4FC,0.000736,2,0.379,-5.023,0,0.0447,108.271,0.387,282000,Bastard Sons of Rock 'n' Roll,22
4511,3.87e-05,0.487,0.967,3SAxQFXxMBroYcpic4BfXN,0.092,3,0.054,-4.644,0,0.261,135.007,0.319,198659,Damnaged,36
4512,0.000134,0.389,0.958,3Vv1jXAgQxXRqihuP9HCcR,6.28e-05,8,0.148,-3.467,0,0.0852,172.958,0.709,206373,Just Tonight,34
4513,0.000817,0.251,0.929,4SqEunIOFoi93ZlEuY3Cjm,1.67e-05,9,0.282,-6.983,1,0.229,191.875,0.202,280317,We All,31
4514,0.000378,0.252,0.96,5RHRn9YSSFW0BNODZkFHrS,7.17e-06,0,0.0472,-6.566,1,0.112,134.961,0.441,197096,Limbo,20
4516,0.000395,0.409,0.968,6yHTiQtGpm5X50vboofosy,0.0,9,0.0937,-2.714,1,0.141,168.059,0.56,93517,Amnesiatic,16
4518,0.000322,0.301,0.875,0PdMeFczpVSik00axjdcHp,0.000563,3,0.395,-7.578,0,0.0608,162.937,0.461,288629,Dream Sequence,39
4520,0.0103,0.44,0.66,1ZloiYHsmQQv63UYZ8InSd,2.21e-06,1,0.108,-7.242,0,0.0379,205.896,0.767,218853,No Quiero Ser Normal,41
4522,0.0135,0.509,0.727,0o0AIzxlTgEkbMOCAWlZqJ,0.0145,0,0.0869,-5.808,1,0.0518,152.102,0.431,227411,Joke,34
4524,0.827,0.737,0.297,2kaZ4JOxj4WKnPXwGuDUtA,0.0,0,0.0984,-7.177,1,0.0333,107.105,0.388,210186,Bleeding Love,25
4526,0.00011,0.539,0.909,16muBPcWmkHSl1uM4tE8WL,0.613,8,0.128,-5.741,1,0.0342,115.977,0.627,301706,Rainier Fog,55
4528,5.26e-05,0.512,0.948,1H7cRMW14acQzdGtrJ4COZ,0.000113,7,0.583,-4.966,1,0.0349,101.007,0.643,267326,No Brainer,33
4530,0.000541,0.467,0.944,5twRqeaipNb38SnbtFS5gA,0.000916,6,0.457,-4.202,0,0.0771,155.033,0.566,183437,You Never Know,41
4532,3.02e-05,0.294,0.95,71DS6yvxWXeNMfV8TLV58W,0.00203,4,0.0983,-3.556,1,0.119,163.826,0.303,223000,My Hero,33
4534,0.00291,0.549,0.713,0mhHHf2dn1mVXACRpmN6Zb,0.0016,6,0.0406,-5.798,0,0.041,167.961,0.519,188571,Say Amen (Saturday Night) - Sweater Beats Remix,54
4536,0.000555,0.501,0.887,4WbB8k3uV9RZ6SlZANJdUI,5.79e-05,7,0.176,-2.604,0,0.0351,126.999,0.421,217333,Dance Macabre - Carpenter Brut Remix,42
4538,0.0235,0.539,0.831,2wcXIKJEOdYK0VL661T9vo,0.0,1,0.0971,-5.687,0,0.0441,146.042,0.172,194013,D.I.E,57
4540,0.00454,0.672,0.857,7j8ZlEKe1gn8RihWZQlI6q,0.0002,1,0.0934,-5.502,1,0.0441,159.976,0.951,252346,Top Of The World,31
4542,0.000803,0.365,0.867,3o2MTQwZLYveHzDaNgE9to,4.85e-06,9,0.0755,-5.683,0,0.0716,183.912,0.257,230027,Prayers,56
4544,0.00582,0.289,0.841,0NBAXi7pWtoiLo7oomWBKw,0.00771,8,0.267,-4.33,1,0.146,183.17,0.399,208133,Forever & Ever More,66
4546,0.0563,0.749,0.723,2nqwxzn7svkN30dVGbXdWf,0.022,1,0.0977,-6.609,1,0.0432,108.999,0.674,229120,My Blood,63
4548,0.000178,0.462,0.936,3hY9sZmOZq4Zn6ZoDRBHwy,9.94e-06,9,0.116,-4.015,1,0.0764,159.947,0.565,196360,Demon and Division,25
4550,0.755,0.249,0.492,5Ma3BlNVDtn3JiwMEafSaq,0.0,2,0.243,-7.108,0,0.0352,54.134,0.34,262320,Single,64
4553,8.08e-06,0.476,0.916,4qAbclCxON9ES0w1Zb9EYU,0.494,8,0.376,-6.055,1,0.152,114.284,0.335,240533,Clones - 2011 Remastered Version,34
4554,1.44e-05,0.291,0.955,6vdQ2npv78yOkUgOeCPtuT,5.02e-05,1,0.0643,-4.398,0,0.122,189.043,0.189,294200,Like Somebody,32
4555,0.00961,0.118,0.783,05GMnqKLCLMj9Kfo6tGK0O,0.369,1,0.267,-4.992,1,0.0549,77.698,0.112,320920,Smack Me With Your Bible Belt,23
4556,0.000576,0.404,0.977,1jlHAOxUUQXT1oiNYuOOoG,3.05e-06,5,0.301,-3.899,0,0.0561,171.115,0.261,201560,Black Days,31
4557,0.0306,0.441,0.867,4Cti8D5eFnO5WQ2DIev9ZI,0.0,4,0.0747,-5.878,0,0.0426,150.095,0.416,238160,Let Down,46
4558,1.19e-05,0.395,0.992,0QocJIyHiwmJkyCALNfkpi,0.193,1,0.211,-4.976,1,0.0797,107.147,0.267,273039,Fuel,32
4559,0.248,0.289,0.762,08ZUOlAjNu34wj283BPDJJ,0.00278,11,0.393,-5.804,0,0.0489,96.547,0.248,374800,Carvel,43
4560,0.00204,0.501,0.963,0VTt5xd4Zc1YGPV76vDc66,0.000608,2,0.114,-2.933,1,0.0968,159.097,0.511,246509,Everlong - Single,38
4561,0.0324,0.429,0.867,6SOgh3MSnMQpqJhU2uSqeI,0.0,10,0.188,-3.641,1,0.0881,123.629,0.53,214853,Tough Love,17
4562,0.000517,0.351,0.98,53XCWYRCFBVefDtJXrdEsF,0.00311,8,0.145,-4.652,0,0.177,150.047,0.393,155333,Lousy Reputation,39
4563,1.39e-05,0.417,0.919,0dJ1d877eUDR5JXb7lFZkE,0.00017,7,0.395,-3.209,1,0.0857,165.177,0.638,176053,4AM,38
4564,0.179,0.624,0.928,3qKPV4yx6HrURWTWTULwJh,2.61e-05,6,0.105,-3.718,0,0.0475,97.485,0.595,205923,Apologies and Alibis,29
4565,3.5e-05,0.424,0.95,1tWU97t1h3ugnSIIS5Bxby,0.0,6,0.118,-5.607,1,0.0803,150.024,0.321,192125,Making Waves,31
4566,0.0138,0.69,0.849,3JjYcs0tpBcWp0OvTvkxiJ,1.42e-06,5,0.0973,-3.504,0,0.0429,128.083,0.659,215466,Se Um Dia Lembrar De Mim,3
4567,1.78e-05,0.525,0.967,7f4CVzQJMmJFiPAs1qYx2H,0.0212,4,0.144,-4.011,0,0.0757,138.052,0.367,133913,Eleanor Rigby - Rock,35
4568,0.000133,0.311,0.884,2Acp9zWKJPvAGlgP5y439D,0.0265,11,0.124,-4.313,1,0.0703,131.733,0.364,223560,Curse the Weather,29
4569,0.00169,0.525,0.977,3dk6BqSUG9LN29Pd1pHX7q,1.03e-06,4,0.309,-4.48,0,0.108,174.91,0.558,230933,The Last Shot,28
4570,0.0146,0.649,0.653,7eXlELZdsXbJK0SeeQrSSd,0.569,7,0.24,-8.271,1,0.0346,139.967,0.408,124428,Manga Espada,4
4571,0.0579,0.692,0.442,4fhddqn1370pz9mypJpTG8,0.186,11,0.17,-9.383,1,0.0311,119.93,0.673,197500,Tesouras e Antidepressivos,9
4572,0.0576,0.552,0.867,3rRDGxcsrukWoAGXbWiFgt,0.0058,4,0.588,-6.205,0,0.272,149.928,0.326,147600,Petrópolis RJ,3
4573,0.00523,0.421,0.957,2Tcd7SYTbY6sF1pjMe0XAo,0.257,7,0.121,-3.531,1,0.138,159.953,0.531,175874,Rolou um Imprevisto,3
4574,0.0246,0.614,0.859,62SeNyZGEiUUgK44nOcF8N,0.00201,8,0.117,-5.921,1,0.0569,124.988,0.659,216960,Alergia (Quando as Abelhas Vencem),4
4575,0.191,0.593,0.594,7M7720FtGGx32Mcslud10D,0.217,8,0.102,-7.533,1,0.0469,120.02,0.211,200500,Fique Bem,3
4576,0.000654,0.457,0.882,5colqK4X2utxb1opX2TF0b,0.0,2,0.332,-4.92,0,0.0529,92.096,0.281,209626,Devotion and Desire,1
4577,0.125,0.555,0.814,4ArUnW8s0cuJLKVFmkCA2F,1.36e-06,7,0.225,-6.118,1,0.0505,120.891,0.337,258106,Embers And Envelopes,2
4578,0.0901,0.67,0.864,4hxd9xX8SNH0R2XSrXRATW,2.58e-05,0,0.119,-5.2,0,0.0526,132.01,0.732,268746,Ritual,54
4579,0.00355,0.508,0.774,2F8DfLHEb7PAo0jZLTek4D,0.000357,6,0.0829,-4.864,0,0.0384,135.034,0.545,214880,If You Have Ghosts,5
4580,0.000412,0.487,0.944,6kkHAmPtfH9xWsiJ88Digb,0.00509,0,0.191,-4.914,1,0.0496,137.986,0.552,234625,Impulso,14
4581,0.0134,0.474,0.895,3rBO0a30kWk85iYAV8K5as,0.0,0,0.239,-3.84,1,0.0564,119.908,0.255,205760,City In A Garden,56
4583,0.0232,0.47,0.731,153bWE38AAzOWZFq976pw0,1.58e-05,5,0.0556,-6.151,0,0.14,159.016,0.383,225520,Super Fade,56
4585,0.377,0.483,0.492,1WBYK87GNWaG4rGuA32Gun,0.0,0,0.118,-8.849,1,0.0336,149.996,0.493,205565,Blind,31
4587,8.71e-06,0.445,0.92,34BZplPGP62rkyzCaoH7tK,4.68e-06,2,0.613,-7.585,1,0.0425,92.524,0.585,185918,So Far Gone,42
4589,0.0125,0.603,0.946,493cHdpmHslOnQG76aUytq,0.0,11,0.196,-6.66,0,0.0806,106.0,0.536,271704,Royal Flush,13
4591,0.000768,0.585,0.973,7s6Hy9xdnncgFDOKTptNjy,0.309,7,0.117,-4.124,1,0.0793,112.491,0.828,150372,Boredom,23
4593,0.0149,0.637,0.622,5D2qHZvUdSCgMuGllH0uuf,3.19e-06,9,0.154,-9.279,1,0.0271,103.008,0.567,215386,Al Cielo No,37
4595,0.000258,0.222,0.959,1DwDLhnpAnpSSPvKuKIHOA,0.000275,6,0.154,-5.134,1,0.208,161.693,0.128,89106,~,39
4596,0.00013,0.525,0.991,0N6bqMpvjWonxM81f4oWBe,1.96e-06,6,0.354,-3.049,1,0.0925,145.03,0.45,187030,"Deafening, Dissonant",42
4598,0.000157,0.349,0.843,1MicN5EelZWCtJsa1OyY8S,0.0,9,0.339,-4.389,1,0.0603,179.731,0.416,219750,De Mi Sangre,26
4600,0.00545,0.519,0.969,4JjDq7IwizGLNENKG0RyFw,0.0,7,0.103,-1.377,1,0.0437,101.943,0.561,185253,Smile,43
4602,0.00469,0.469,0.973,1K9VzgD9Ic9Z3v625kWefd,0.0,7,0.32,-4.759,1,0.0528,95.011,0.768,166125,Melanie,26
4604,0.0283,0.395,0.965,2pZRpQkUWzMK8m7ugBLljP,0.000579,2,0.132,-1.584,1,0.0906,102.173,0.478,166920,The Castle Builders,38
4606,0.000112,0.377,0.971,5DyLyZEuJWMmJXdMzW5cli,0.00146,6,0.371,-3.316,1,0.134,140.025,0.326,207200,Monster,50
4608,0.0119,0.781,0.768,5N5k9nd479b1xpDZ4usjrg,4.91e-06,11,0.325,-5.991,1,0.0394,123.07,0.486,213309,Promises (with Sam Smith),94
4610,0.502,0.706,0.77,6oVwx6tai8Xag5tsJjQoOZ,0.0,3,0.156,-6.347,0,0.0326,119.936,0.749,175253,American Attraction - Acoustic,27
4612,0.00818,0.527,0.941,5PyRffCCs2KPPL5LFDGEs5,2.37e-06,6,0.397,-3.376,1,0.0551,94.056,0.44,214880,Head Held High,64
4614,0.00959,0.566,0.949,0UvVZwaKrd4JRXS03D59p0,1.1e-05,5,0.313,-2.285,1,0.0536,142.006,0.658,220533,Lake Effect Kid,64
4616,4.5e-05,0.318,0.971,1RHLQUT3KLQ2guFVI6trbT,0.708,9,0.36,-5.363,1,0.151,130.059,0.232,328794,A Minha História Não Acaba Aqui (NATUREZA CAOS:LIVE) - Ao vivo,32
4618,0.00169,0.687,0.795,4CCckn2WXMx5fnwxp3n9xT,0.0,11,0.282,-4.62,0,0.0585,116.02,0.623,198280,Sick Of Love,40
4620,0.00238,0.671,0.695,4ccnsA6dXwvruZkutmvmim,0.0157,1,0.105,-5.454,0,0.0246,93.994,0.604,225883,In the Fade,41
4622,0.00205,0.634,0.865,6fklAsH70uYhLoa1JzUhHw,1.25e-06,9,0.307,-4.363,0,0.0367,112.021,0.879,176960,Back Again,59
4624,0.0929,0.686,0.806,1mFt0BxkER9grsvbdMMnPU,1.53e-06,2,0.0966,-5.074,1,0.119,109.981,0.248,218429,PCH - GOLDHOUSE Remix,36
4626,2.77e-05,0.47,0.845,7uEzEAcV7WL9osYSXWXeF5,0.329,6,0.0678,-5.642,1,0.0286,160.018,0.371,325786,Red Giant,52
4628,5.17e-05,0.51,0.944,7a6AriexF79dNNhknDluGd,5.54e-05,1,0.358,-7.682,0,0.0724,111.605,0.191,265895,Blind Leading The Blind,45
4629,0.000542,0.466,0.941,2B542BIkFxdLeXTuVDTST1,0.00106,6,0.478,-4.194,0,0.0754,155.042,0.585,183437,You Never Know,11
4631,0.00088,0.421,0.913,2SGvEdCmz7MnsdrSNTfqoR,0.000108,2,0.108,-5.702,0,0.114,184.011,0.135,224280,Only Us,38
4633,0.000108,0.528,0.976,4Q5uB9p1o0DfjdVtkODhvL,0.0,2,0.24,-2.188,1,0.0803,100.082,0.511,261705,Are You Ready,57
4635,0.000687,0.433,0.985,3WsgkhWH001sMkbZVcjreS,0.0,4,0.403,-3.358,0,0.242,100.223,0.327,193106,And The Hero Will Drown,49
4636,8.41e-05,0.317,0.967,7wrQTNa4QpmntbA8N0IDAn,0.013,4,0.0731,-6.128,0,0.136,75.003,0.151,312722,Cull,46
4637,0.0004,0.492,0.951,6JjEVbuOBrlWwrAGuiRWHk,2.35e-06,5,0.0764,-2.96,0,0.0713,135.028,0.493,214634,Collide,36
4638,0.000509,0.437,0.946,6j56XRmVMCuKKsQp1mGSKA,0.0,8,0.382,-3.563,1,0.061,165.085,0.325,225346,The Jaws of Oblivion,41
4639,3.18e-06,0.422,0.9,1ODqwpODWefmhyPL8djaeq,0.448,4,0.0711,-4.506,0,0.0392,105.04,0.19,250268,Rites of Investiture,43
4640,0.0004,0.437,0.958,1rh6RoD2Y86GqSM9S1dxlv,0.0275,8,0.0834,-3.398,1,0.0994,131.56,0.357,217736,I Don't Like Who I Was Then,52
4641,0.000921,0.556,0.93,6Nl8qp2bhHHWGYt3BYmsY1,0.00514,3,0.108,-3.62,1,0.0538,100.143,0.514,223613,Paper Wings,47
4642,0.00043,0.515,0.986,4D7DqmyfU1BKUEpfLt8Hgt,0.0,11,0.438,-4.161,0,0.0937,102.007,0.268,226173,The Beijing Cocktail,17
4643,0.00267,0.495,0.965,0oOOVSZGuPriWBqwbh0uuJ,0.0,5,0.0763,-2.964,1,0.188,100.028,0.254,115520,Cynical,51
4644,0.000694,0.521,0.96,4NL4JJOVtmWszLNzfDCGRb,0.0,6,0.242,-2.624,1,0.085,101.954,0.36,169960,Heavy Gloom,32
4645,0.000477,0.502,0.817,7dRj3sTBYkNbEx5kdNHriv,0.0,0,0.153,-3.508,1,0.0447,90.024,0.617,233297,MANTRA,75
4646,0.0204,0.457,0.795,7zjupUeHyd2j2FKlmSiZlj,1.34e-06,6,0.171,-1.775,0,0.0308,147.957,0.324,229346,Come A Little Closer,62
4647,0.673,0.213,0.977,5MSKj7wpVQqSYsnEz1SaTr,9.98e-05,0,0.849,-1.648,1,0.161,90.403,0.356,110093,Fell In Love With A Girl,60
4648,0.108,0.53,0.858,6GvjVjQs3sBqNcQbXeAKTp,2.69e-06,4,0.173,-3.323,0,0.0543,153.295,0.812,222333,Love Illumination,24
4649,0.0783,0.413,0.942,0vek0LcCbvcMtj0GkXMMJy,0.000412,0,0.689,-2.871,1,0.0453,123.085,0.759,215000,Do You Want To,56
4650,0.00212,0.596,0.965,0qwMoAstkTXlWE8lQJBRzY,0.00666,11,0.129,-2.731,0,0.0769,150.007,0.268,201600,Kneel Before Me,59
4652,9.8e-05,0.302,0.991,7fLfoIllvlc1t8dtp58LUM,2.18e-05,4,0.368,-2.635,1,0.159,159.056,0.382,203960,Answer,26
4654,3.15e-05,0.504,0.985,7wMigjnbQlNnhoG1sYfLhy,3.24e-05,8,0.162,-2.729,1,0.271,108.012,0.424,250080,Driving Rain (feat. Myles Kennedy & The Conspirators),44
4656,0.527,0.549,0.629,1xd17oTRJ5sFIHySHLnad9,0.0,8,0.13,-7.002,1,0.0267,167.881,0.613,225018,Algo Parecido,70
4658,0.0234,0.304,0.828,7MmWsY7yzz9QGFwxevsWkl,1.09e-06,4,0.12,-5.794,1,0.113,159.985,0.153,163506,Is This Thing Cursed?,24
4660,0.000711,0.527,0.821,4PtcErg05XNBbEVtqBPkmQ,0.0,4,0.0973,-3.63,1,0.0378,90.999,0.647,208560,"The Fire, The Dark",46
4662,0.00103,0.466,0.954,4dMkVSiMt14svAqUlwMVuQ,2.94e-06,7,0.111,-5.077,1,0.333,198.049,0.325,198144,All or Nothing,53
4664,0.000223,0.287,0.867,4BJ2sb4gIRZBq8O6qBHSjd,0.000287,4,0.993,-5.834,1,0.045,160.093,0.161,323561,Words Darker Than Their Wings,28
4666,0.000403,0.435,0.954,2fIooWiH2GdV8z8z4wR5Bt,0.0,7,0.425,-7.162,1,0.206,168.082,0.18,140213,Left for Shit,17
4668,0.000934,0.385,0.979,4214YwMZWxM0sWHDN1ajTo,0.0,3,0.282,-3.436,1,0.109,154.977,0.25,209213,Disconnect,46
4670,0.000696,0.218,0.938,7zhxCSD26snbVQFg37AJKj,0.308,7,0.0562,-5.723,1,0.114,109.753,0.0897,354000,Scars,34
4672,0.241,0.542,0.583,2u8r9LNAmIVpfHjV6HNbqL,0.0,8,0.125,-7.657,1,0.0305,82.532,0.459,155114,The Debate Is Over (If You Want It) - Acoustic,28
4674,0.00121,0.332,0.972,5upWimzVi1fI9Jsk5w88uy,0.0,11,0.162,-5.143,1,0.267,75.082,0.0734,281146,0800-111-0-111,31
4676,3.18e-05,0.526,0.955,60eu9zjZvMGBG3zLiAP9bu,1.07e-05,0,0.203,-6.129,1,0.0694,98.972,0.543,140056,That One Perecent,21
4677,9.29e-06,0.421,0.977,0kZJcDv4yOrtKe1Mdlb0tz,0.000876,10,0.0979,-3.769,0,0.0684,141.995,0.436,167306,Showertime In The Slammer,30
4678,7.85e-06,0.383,0.716,31j95fiVw8NUKxgGd8pc6j,1.65e-05,6,0.244,-6.767,1,0.0316,157.068,0.341,193907,17,36
4679,3.92e-05,0.483,0.92,5HDr0GYxwR384IWQtflP95,0.00135,5,0.594,-3.344,0,0.104,138.962,0.564,204653,The Mile,37
4680,0.000261,0.58,0.982,1v2SuUYV2Ex0uz4zi0h4Ky,0.000339,7,0.338,-4.224,1,0.259,110.077,0.364,208000,Thick As Thieves,16
4681,0.00193,0.623,0.876,36KKWOypFJeLf4ubYZ1xfP,0.0,2,0.0803,-4.839,0,0.0305,103.978,0.175,204940,Helpless,41
4682,0.000226,0.38,0.989,4IZVgUuDF54DnzR3WaWkv4,0.036,2,0.399,-3.731,1,0.206,97.579,0.198,169226,Darkest Days,11
4683,9.75e-05,0.571,0.947,54uM0xGRrbA6UxtUF4dOUx,0.000571,1,0.0919,-3.855,1,0.0549,121.944,0.766,220457,Psycho Killer - Radio Edit,37
4684,0.00145,0.485,0.944,4VxkDwiETA9AY7HZX9U4bI,2.62e-05,5,0.119,-4.403,1,0.0408,97.47,0.443,224159,Por Tu Bien,28
4685,0.000844,0.3,0.977,71H2SB2sNLUuGvZ8iV02cT,5.96e-05,1,0.331,-3.558,0,0.246,170.207,0.379,209954,Sugar,39
4686,0.000249,0.417,0.96,4qVgVKCywlSoxEsTNglo2r,0.000226,0,0.333,-6.022,0,0.106,167.004,0.54,201453,Picture Day,35
4687,0.000294,0.383,0.901,5Jfs5GibNemT1xjaPmGyE0,7.14e-06,8,0.0773,-5.082,0,0.154,166.288,0.622,272786,Don't Hold Back,46
4688,0.000277,0.443,0.971,6h1VfcIjmJ9t578jdGp76l,0.000122,1,0.318,-3.532,1,0.219,102.02,0.57,182493,Mr. BoogyTamblingman,24
4689,2.85e-05,0.44,0.932,0vXC7Q017BJWeytEmDUPNy,0.0,6,0.0723,-3.715,1,0.139,175.964,0.697,170200,Get It,33
4690,0.00915,0.679,0.909,37CBHPCzV1rizPrxRUyR72,3.27e-05,2,0.139,-4.129,0,0.0297,104.781,0.899,220453,No You Girls,58
4691,6.49e-05,0.512,0.711,4DJ8ZUgAinrIsAcfqDWNJj,0.000182,2,0.0981,-6.27,0,0.0314,139.933,0.172,258613,My Name Is Human,28
4692,0.00174,0.414,0.92,2RHZdRV29EsmqNQCJeMdS1,9.79e-06,3,0.12,-3.823,0,0.121,88.978,0.326,224466,I'd Rather See Your Star Explode,54
4693,0.000231,0.583,0.586,40Gxnw5Vc8hnhGFknXHe3R,0.000633,5,0.494,-5.683,1,0.0518,167.798,0.622,262733,All My Life,48
4694,0.000127,0.313,0.831,0M6TRIhQggFpwgaefCfnGH,0.000341,1,0.24,-3.894,1,0.0404,152.034,0.332,236866,Hemorrhage (In My Hands),40
4695,1.71e-05,0.274,0.974,3Sie7xWnFu5Q9DL4rfR9Lk,0.00775,11,0.0747,-3.141,0,0.126,112.118,0.316,409693,Torn Between Scylla and Charybdis,43
4696,0.00666,0.435,0.783,1UCV5UqRcqaktkMvcoI0DR,0.0,4,0.0986,-5.822,1,0.0388,144.01,0.219,277346,What If I Was Nothing,50
4697,0.000431,0.482,0.988,4UpehRX0AFfdhFX2ZQNETh,0.000178,1,0.321,-3.958,0,0.0979,139.972,0.225,210253,This World Can't Tear Us Apart,43
4698,0.619,0.415,0.405,2j6QH8Q3q3TFYHpOQvExiE,0.0,1,0.0969,-6.266,1,0.0296,159.779,0.372,248697,Audience Of One - Ghost Note Symphonies,55
